UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
BURGLARY,201600864,6/8/2020,56 E ANDREWS DR NW @ANDREWS SQUARE,206,South Tuxedo Park,B,33.84316,-84.38104,,
BURGLARY,201600869,6/8/2020,4371 NORTHSIDE DR NW,202,Chastain Park,A,33.87411,-84.40904,,
LARCENY,201600901,6/8/2020,401 17TH ST NW,501,Atlantic Station,E,33.79044,-84.40216,,
LARCENY,201600914,6/8/2020,32 2ND AVE NE,611,East Lake,O,33.75229,-84.30994,,
AGG ASSAULT,201600927,6/8/2020,1381 KIMBERLY WAY SW,412,Ashley Courts,P,33.71745,-84.52265,,
LARCENY,201600929,6/8/2020,62 MEMORIAL DR SW,512,Downtown,M,33.74682,-84.38911,,
LARCENY,201600940,6/8/2020,3542 LYNFIELD DR SW,406,West Manor,I,33.73484,-84.50062,,
LARCENY,201600980,6/8/2020,905 MEMORIAL DR SE,606,Reynoldstown,N,33.74579,-84.35728,,
LARCENY,201600993,6/8/2020,900 MERCURY DR NW,114,Carroll Heights,H,33.7787,-84.50921,,
LARCENY,201601112,6/8/2020,95 MARTIN L KING JR DR SW,511,Downtown,M,33.75161,-84.39112,,
AGG ASSAULT,201601149,6/8/2020,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70264,-84.45432,,
AGG ASSAULT,201601180,6/8/2020,2011 NORTH AVE NW,107,Grove Park,J,33.76881,-84.45389,,
AUTO THEFT,201601187,6/8/2020,360 PHARR RD NE,206,Buckhead Village,B,33.8371,-84.37588,,
BURGLARY,201601213,6/8/2020,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346,,
AUTO THEFT,201601247,6/8/2020,135 CHASTAIN PARK AVE NW @CHASTAIN PARK,202,Chastain Park,A,33.87589,-84.39202,,
ROBBERY,201601259,6/8/2020,2549 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82464,-84.3671,,
AGG ASSAULT,201601269,6/8/2020,960 COLEMAN ST SW,302,Pittsburgh,V,33.7287,-84.40384,,
ROBBERY,201601338,6/8/2020,563 SPRING ST NW,509,Downtown,M,33.76993,-84.38851,,
LARCENY,201601348,6/8/2020,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225,,
LARCENY,201601359,6/8/2020,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974,,
AUTO THEFT,201601362,6/8/2020,14 HILLIARD ST NE,604,Sweet Auburn,M,33.75477,-84.37678,,
LARCENY,201601412,6/8/2020,467 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74127,-84.34674,,
BURGLARY,201600292,6/8/2020,544 WHITEHALL ST SW,303,Mechanicsville,V,33.74275,-84.40546,,
LARCENY,201600336,6/8/2020,2060 BENT CREEK WAY SW,410,Campbellton Road,R,33.70136,-84.46657,,
AUTO THEFT,201600355,6/8/2020,683 CRESTHILL AVE NE,601,Virginia Highland,F,33.78337,-84.36506,,
AUTO THEFT,201600358,6/8/2020,1222 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78604,-84.42737,,
AUTO THEFT,201600374,6/8/2020,703 WILSON RD NW,205,Berkeley Park,D,33.80071,-84.40792,,
LARCENY,201600381,6/8/2020,679 11TH ST NW,501,Home Park,E,33.78336,-84.40939,,
BURGLARY,201600384,6/8/2020,49 KROG ST NE,602,Inman Park,N,33.75539,-84.36397,,
LARCENY,201600407,6/8/2020,2805 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67848,-84.40832,,
LARCENY,201600441,6/8/2020,153  MCDONOUGH BLVD SE,305,South Atlanta,Y,33.71801,-84.38341,,
BURGLARY,201600464,6/8/2020,1506 HOWELL MILL RD NW,207,Berkeley Park,D,33.79593,-84.41609,,
LARCENY,201600507,6/8/2020,158  BEREAN AVE SE,606,Cabbagetown,N,33.75025,-84.36654,,
BURGLARY,201600511,6/8/2020,2980 DELMAR LN NW,111,,I,33.7546,-84.48506,,
LARCENY,201600518,6/8/2020,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,,
LARCENY,201600523,6/8/2020,835 MARTIN LUTHER KING JR DR,102,Vine City,L,33.75488,-84.41378,,
AUTO THEFT,201600536,6/8/2020,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,,
ROBBERY,201600547,6/8/2020,1027 SPARKS ST,512,Downtown,M,33.74816,-84.39459,,
LARCENY,201600551,6/8/2020,150 HUTCHINSON ST NE,609,Edgewood,O,33.75767,-84.34096,,
LARCENY,201600032,6/8/2020,2060 PEACHTREE RD NW,207,,E,33.81115,-84.39289,,
ROBBERY,201600151,6/8/2020,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425,,
AGG ASSAULT,201600186,6/8/2020,1056 HARWELL ST NW,105,Washington Park,K,33.7559,-84.42168,,
LARCENY,201600200,6/8/2020,600 CAMERON M ALEXANDER BLVD NW,506,English Avenue,L,33.76797,-84.40693,,
LARCENY,201510112,6/8/2020,790 N AVE NE,602,Poncey-Highland,N,33.77151,-84.36186,,
LARCENY,201581405,6/7/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,,
AGG ASSAULT,201581781,6/7/2020,23 OLLIE ST,105,Washington Park,K,33.75546,-84.42104,,
AGG ASSAULT,201590046,6/7/2020,751 UNITED AVE SE,605,Grant Park,W,33.73387,-84.36516,,
AGG ASSAULT,201590134,6/7/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,,
LARCENY,201590221,6/7/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,,
AGG ASSAULT,201590397,6/7/2020,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82,-84.3651,,
LARCENY,201590412,6/7/2020,362 PAINES AVE NW,506,English Avenue,L,33.76455,-84.41493,,
AUTO THEFT,201590452,6/7/2020,798 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77581,-84.36117,,
AUTO THEFT,201590546,6/7/2020,1040 HUFF RD NW,103,Blandtown,D,33.78949,-84.42125,,
LARCENY,201590562,6/7/2020,1193 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42668,,
LARCENY,201590577,6/7/2020,878 PEACHTREE ST NE,505,Midtown,E,33.7788,-84.38438,,
LARCENY,201590582,6/7/2020,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838,,
AGG ASSAULT,201590602,6/7/2020,400 PRYOR ST SW ,303,Mechanicsville,V,33.74441,-84.39337,,
LARCENY,201590634,6/7/2020,106 BAKER ST,509,Downtown,M,33.76246,-84.38386,,
LARCENY,201590641,6/7/2020,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541,,
BURGLARY,201590673,6/7/2020,188 RHODESIA AVE SE,307,Lakewood Heights,Y,33.70754,-84.38204,,
LARCENY,201590717,6/7/2020,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051,,
LARCENY,201590749,6/7/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77713,-84.36627,,
AGG ASSAULT,201590762,6/7/2020,1287 WESTRIDGE RD SW,408,Venetian Hills,S,33.72012,-84.44716,,
LARCENY,201590781,6/7/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,,
LARCENY,201590793,6/7/2020,1365 ENGLISH ST NW,103,Blandtown,D,33.79364,-84.41913,,
LARCENY,201590806,6/7/2020,740 KANUGA ST NE,601,Virginia Highland,F,33.78145,-84.36763,,
LARCENY,201590816,6/7/2020,727 JUNIPER ST NE,505,Midtown,E,33.77448,-84.38263,,
LARCENY,201590821,6/7/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,,
LARCENY,201590884,6/7/2020,92 BELMONTE DR SW,403,Cascade Avenue/Road,S,33.72645,-84.44449,,
LARCENY,201590962,6/7/2020,510 JONES AVE NW,506,English Avenue,L,33.76392,-84.4039,,
LARCENY,201590984,6/7/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,,
LARCENY,201591046,6/7/2020,2435 CAMPBELLTON RD SW,409,Southwest,R,33.70418,-84.4669,,
LARCENY,201591050,6/7/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY,201591074,6/7/2020,65 UPPER ALABAMA ST SW,511,Downtown,M,33.75247,-84.38983,,
AUTO THEFT,201591120,6/7/2020,325 SINCLAIR AVE NE,602,Inman Park,N,33.76291,-84.35459,,
BURGLARY,201591165,6/7/2020,955 JUNIPER ST NE,503,Midtown,E,33.78083,-84.38246,,
LARCENY,201591170,6/7/2020,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79809,-84.48706,,
AGG ASSAULT,201591191,6/7/2020,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059,,
BURGLARY,201591195,6/7/2020,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807,,
AUTO THEFT,201591215,6/7/2020,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149,,
LARCENY,201591289,6/7/2020,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,,
LARCENY,201591357,6/7/2020,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,,
LARCENY,201591379,6/7/2020,370 NORTHSIDE DR NW,506,English Avenue,L,33.76507,-84.4042,,
ROBBERY,201591395,6/7/2020,3700 CAMPBELLTON RD SW,413,,P,33.68995,-84.50961,,
LARCENY,201591408,6/7/2020,250 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786,,
LARCENY,201591416,6/7/2020,2166 PEACHTREE RD NW @HOUSTONS,207,,C,33.81349,-84.39275,,
AUTO THEFT,201591429,6/7/2020,329 14TH ST NW,501,Home Park,E,33.78635,-84.39797,,
LARCENY,201591472,6/7/2020,450 PIEDMONT AVE NE,509,Downtown,M,33.76657,-84.38214,,
LARCENY,201591522,6/7/2020,POPLAR ST NW / CONE ST NW,508,Downtown,M,33.7578,-84.39085,,
AGG ASSAULT,201591553,6/7/2020,94 ALLEN TEMPLE CT NW,111,,I,33.75266,-84.49055,,
AGG ASSAULT,201598020,6/7/2020,2200 RENTAL CAR CENTER PARKWAY,707,,,33.62875,-84.44773,,
LARCENY,201581493,6/6/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126,,
LARCENY,201581499,6/6/2020,312 PHARR RD,206,Buckhead Village,B,33.83732,-84.3786,,
LARCENY,201581529,6/6/2020,3802 ROSWELL RD NE,209,East Chastain Park,B,33.85865,-84.38102,,
AUTO THEFT,201581556,6/6/2020,561 SPENCER ST NW,102,Vine City,L,33.76032,-84.40581,,
AUTO THEFT,201581649,6/6/2020,1856 PIEDMONT AVE NE,212,Piedmont Heights,F,33.80678,-84.36669,,
AGG ASSAULT,201581682,6/6/2020,620 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70794,-84.3621,,
LARCENY,201581692,6/6/2020,2191 SARGENT PL SE,310,Lakewood,Z,33.69468,-84.37696,,
LARCENY,201581694,6/6/2020,1073 PIEDMONT AVE NE @Multiple,502,Midtown,E,33.78381,-84.37904,,
AUTO THEFT,201581700,6/6/2020,937 NORTHCLIFFE DR NW,205,Wildwood (NPU-C),C,33.81864,-84.41872,,
AGG ASSAULT,201571431,6/6/2020,62 HARWELL RD NW @DARON VILLAGE APTS,111,,I,33.75384,-84.49353,,
BURGLARY,201510948,6/6/2020,3535 PEACHTREE RD,210,Lenox,B,33.85272,-84.36021,,
ROBBERY,201580005,6/6/2020,3260 DONALD LEE HOLLOWELL PKWY,114,Marietta Street Artery,E,33.77585,-84.40699,,
LARCENY,201580076,6/6/2020,761 SIDNEY,211,,,0,0,,
ROBBERY,201580109,6/6/2020,29 MORELAND AVE SE,606,Reynoldstown,N,33.75276,-84.34968,,
HOMICIDE,201580150,6/6/2020,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637,,
LARCENY,201580163,6/6/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,,
LARCENY,201580199,6/6/2020,2043 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81168,-84.35565,,
LARCENY,201580214,6/6/2020,868 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76319,-84.41612,,
LARCENY,201580229,6/6/2020,2900 PHARR COURT SOUTH NW,206,Peachtree Heights West,B,33.83463,-84.38685,,
AGG ASSAULT,201580278,6/6/2020,75 PEACHTREE PL NW,503,Midtown,E,33.7806,-84.3899,,
LARCENY,201580315,6/6/2020,800 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.8258,-84.36149,,
AUTO THEFT,201580331,6/6/2020,1200 GLENWOOD AVE SE,612,East Atlanta,W,33.74052,-84.34797,,
AUTO THEFT,201580335,6/6/2020,1383 MARION ST SE,607,Benteen Park,W,33.71403,-84.36356,,
LARCENY,201580341,6/6/2020,234 N COLONIAL HOMES CIR NW,205,Colonial Homes,C,33.81495,-84.39636,,
BURGLARY,201580410,6/6/2020,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403,,
LARCENY,201580480,6/6/2020,1301 SPRING ST NW,502,Midtown,E,33.7903,-84.38905,,
LARCENY,201580513,6/6/2020,424 LINDBERGH DR NE,206,Garden Hills,B,33.8212,-84.3738,,
AUTO THEFT,201580521,6/6/2020,1456 HAWKINS ST,109,Center Hill,J,33.77725,-84.46072,,
LARCENY,201580586,6/6/2020,1104 MORELAND AVE SE,607,East Atlanta,W,33.7246,-84.34932,,
AGG ASSAULT,201580598,6/6/2020,192 TROY ST NW,105,Hunter Hills,K,33.76084,-84.42581,,
BURGLARY,201580648,6/6/2020,2206 LANG DR SW,310,Polar Rock,Z,33.69466,-84.39184,,
BURGLARY,201580737,6/6/2020,300 MARIETTA ST NW,507,Downtown,M,33.76141,-84.39621,,
AUTO THEFT,201580750,6/6/2020,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,,
ROBBERY,201580821,6/6/2020,142 PETERS ST SW,507,Castleberry Hill,M,33.75035,-84.39748,,
AUTO THEFT,201580897,6/6/2020,1775 HOWELL MILL RD NW,204,Berkeley Park,D,33.8027,-84.41434,,
AUTO THEFT,201580907,6/6/2020,30 MARIETTA ST NW,511,Downtown,M,33.75478,-84.39134,,
AUTO THEFT,201581032,6/6/2020,304 SKIPPER PL NW,112,Collier Heights,I,33.78178,-84.49121,,
LARCENY,201581033,6/6/2020,3031 HEADLAND DR SW,411,Greenbriar,R,33.69003,-84.4873,,
AUTO THEFT,201581061,6/6/2020,3131 CAMPBELLTON RD SW,409,Southwest,R,33.69258,-84.49266,,
AUTO THEFT,201581096,6/6/2020,2020 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77646,-84.45107,,
AUTO THEFT,201581127,6/6/2020,4020 ROSWELL RD NE,209,East Chastain Park,B,33.86484,-84.3811,,
AUTO THEFT,201581267,6/6/2020,530 OAKDALE RD NE,608,Candler Park,N,33.76872,-84.34193,,
LARCENY,201581307,6/6/2020,3495 BUCKHEAD LOOP,208,North Buckhead,B,33.85242,-84.36703,,
LARCENY,201581328,6/6/2020,1099 HEMPHILL AVE NW,501,Home Park,E,33.7849,-84.40582,,
LARCENY,201581354,6/6/2020,634 WHITEHALL ST SW,303,Adair Park,V,33.74179,-84.40844,,
LARCENY,201581387,6/6/2020,1159 MORELAND AVE SE,607,Woodland Hills,W,33.72261,-84.34979,,
LARCENY,201581399,6/6/2020,1095 PEACHTREE ST NE,503,Midtown,E,33.78448,-84.38292,,
HOMICIDE,201561515,6/5/2020,1216 LORENZO DR SW,403,Venetian Hills,S,33.72186,-84.43221,,
AGG ASSAULT,201570112,6/5/2020,765 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77515,-84.3612,,
LARCENY,201570139,6/5/2020,3673 RANDALL MILL RD NW,202,Randall Mill,A,33.85616,-84.42088,,
LARCENY,201570211,6/5/2020,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636,,
BURGLARY,201570231,6/5/2020,2020 BOLTON RD NW,103,Riverside,D,33.81095,-84.47619,,
BURGLARY,201570284,6/5/2020,2835 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.6973,-84.41032,,
LARCENY,201570323,6/5/2020,400 MARKHAM ST SW,507,Castleberry Hill,M,33.75274,-84.40061,,
BURGLARY,201570328,6/5/2020,3510 INGLEDALE DR SW,412,Heritage Valley,P,33.70486,-84.50133,,
LARCENY,201570375,6/5/2020,584 PARKWAY DR NE,603,Old Fourth Ward,M,33.77035,-84.37315,,
LARCENY,201570410,6/5/2020,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,,
BURGLARY,201570479,6/5/2020,190 MARIETTA ST NW @MCCORMICK & SCHMICK'S,507,Downtown,M,33.75757,-84.39487,,
LARCENY,201570501,6/5/2020,1464 WESTBORO DR SW,402,Oakland City,S,33.73202,-84.43511,,
AUTO THEFT,201570505,6/5/2020,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82,-84.3651,,
ROBBERY,201570583,6/5/2020,737 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.36289,,
BURGLARY,201570605,6/5/2020,268 WESTMINSTER DR NE,502,Midtown,E,33.79392,-84.371,,
BURGLARY,201570621,6/5/2020,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403,,
AUTO THEFT,201570661,6/5/2020,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713,,
BURGLARY,201570665,6/5/2020,1010 SIMS ST SW,302,Pittsburgh,V,33.72731,-84.40295,,
LARCENY,201570679,6/5/2020,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537,,
LARCENY,201570702,6/5/2020,3535 PEACHTREE RD NE @PUBLIX - PEACHTREE,210,Lenox,B,33.85182,-84.3595,,
LARCENY,201570770,6/5/2020,1020 LENOX PARK BLVD NE @POST GARDENS,210,Pine Hills,B,33.84956,-84.35045,,
LARCENY,201570778,6/5/2020,841 MEMORIAL DR SE,606,Reynoldstown,N,33.74626,-84.35987,,
LARCENY,201570807,6/5/2020,1054 MCMILLAN ST NW,501,Home Park,E,33.78347,-84.40454,,
AUTO THEFT,201570810,6/5/2020,1138 PEACHTREE ST NE,503,Midtown,E,33.78559,-84.38365,,
LARCENY,201570844,6/5/2020,1015 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77349,-84.42074,,
AUTO THEFT,201570865,6/5/2020,28 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84352,-84.37997,,
LARCENY,201570928,6/5/2020,2051 MARIETTA BLVD NW,204,Bolton,D,33.81116,-84.43829,,
LARCENY,201570930,6/5/2020,1345 PIEDMONT AVE NE @ATLANTA BOTANICAL GA,502,,E,33.78578,-84.37429,,
BURGLARY,201570989,6/5/2020,1222 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76343,-84.42769,,
AUTO THEFT,201570994,6/5/2020,934 MAYSON TURNER RD NW,105,Washington Park,K,33.75824,-84.41792,,
AUTO THEFT,201571046,6/5/2020,150 CARNEGIE WAY NW,508,Downtown,M,33.75832,-84.38905,,
BURGLARY,201571058,6/5/2020,2054 RUTH ST,110,Grove Park,J,33.78563,-84.4547,,
LARCENY,201571070,6/5/2020,933 PEACHTREE ST NE,503,Midtown,E,33.77965,-84.38369,,
LARCENY,201571105,6/5/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,,
LARCENY,201571160,6/5/2020,1086 PEEPLES ST SW,402,Oakland City,S,33.72536,-84.42455,,
AUTO THEFT,201571163,6/5/2020,356 MORELAND AVE SE,612,East Atlanta,W,33.74358,-84.34901,,
LARCENY,201571182,6/5/2020,112 KROG ST NE @RATHBUNS,602,Inman Park,N,33.75644,-84.36472,,
BURGLARY,201571197,6/5/2020,1163 W PEACHTREE ST NE,503,Midtown,E,33.78636,-84.3877,,
LARCENY,201571212,6/5/2020,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786,,
AGG ASSAULT,201571284,6/5/2020,906 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73794,-84.41735,,
LARCENY,201571289,6/5/2020,764 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83188,-84.36198,,
LARCENY,201571363,6/5/2020,240 N HIGHLAND AVE NE @BELTLINE BUSINESS,602,Inman Park,N,33.76191,-84.36039,,
LARCENY,201571486,6/5/2020,500 10TH ST NE,502,,E,33.78223,-84.36922,,
LARCENY,201571560,6/5/2020,3130 PIEDMONT RD NE,206,Buckhead Village,B,33.84151,-84.37101,,
AGG ASSAULT,201571606,6/5/2020,313 WALKER ST SW,507,Castleberry Hill,M,33.74637,-84.40386,,
LARCENY,201571653,6/5/2020,2051 DELANO DR NE @BESSIE BRANHAM PARK,610,Kirkwood,O,33.75522,-84.3206,,
AUTO THEFT,201571667,6/5/2020,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316,,
AGG ASSAULT,201571695,6/5/2020,3761 N CAMP CREEK PKWY SW,414,Deerwood,P,33.67559,-84.51149,,
AUTO THEFT,201578028,6/5/2020,4210 GLOBAL GATEWAY CONN,707,,,0,0,,
AUTO THEFT,201561303,6/5/2020,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.84034,-84.36887,,
LARCENY,201561341,6/4/2020,350 MORELAND AVE NE,602,Inman Park,N,33.76377,-84.3497,,
BURGLARY,201561353,6/4/2020,646 DILL AVE SW,301,Capitol View,X,33.71808,-84.40874,,
LARCENY,201560011,6/4/2020,1951 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81069,-84.36742,,
AGG ASSAULT,201560061,6/4/2020,1676 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7085,-84.37971,,
AGG ASSAULT,201560064,6/4/2020,2891 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41122,,
AGG ASSAULT,201560120,6/4/2020,702 LAKESHORE CIR NE,211,Lindridge/Martin Manor,F,33.81653,-84.36547,,
AGG ASSAULT,201560166,6/4/2020,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,,
LARCENY,201560221,6/4/2020,1281 MEMORIAL DR SE,609,Edgewood,O,33.74735,-84.34568,,
LARCENY,201560266,6/4/2020,920 MAGNA CARTA DR NW,112,Collier Heights,I,33.77765,-84.47975,,
LARCENY,201560269,6/4/2020,3154 DALEVIEW WAY SW,414,Princeton Lakes,P,33.66935,-84.5116,,
AUTO THEFT,201560272,6/4/2020,129 26TH ST NW,207,Brookwood,E,33.80194,-84.39682,,
BURGLARY,201560307,6/4/2020,560 GRESHAM AVE SE,612,East Atlanta,W,33.73942,-84.34564,,
LARCENY,201560317,6/4/2020,209 MITCHELL ST SW,512,Downtown,M,33.75194,-84.39464,,
AUTO THEFT,201560319,6/4/2020,3610 BOULDER PARK DR SW,407,Fairburn Mays,H,33.74942,-84.50614,,
BURGLARY,201560328,6/4/2020,26 HOWELL ST SE,604,Old Fourth Ward,M,33.75361,-84.3696,,
LARCENY,201560358,6/4/2020,2060 ALISON CT SW,410,Campbellton Road,R,33.70042,-84.45512,,
BURGLARY,201560367,6/4/2020,3540 N CAMP CREEK PKWY SW @STONECREEK APT,414,,P,33.66831,-84.5001,,
LARCENY,201560382,6/4/2020,315 BOULEVARD NE,603,Old Fourth Ward,M,33.763,-84.37145,,
LARCENY,201560391,6/4/2020,2857 DELRAY DR NW,113,Lincoln Homes,G,33.79648,-84.47703,,
LARCENY,201560399,6/4/2020,505 PHARR RD NE,206,Garden Hills,B,33.83653,-84.37167,,
BURGLARY,201560421,6/4/2020,3791 ADKINS RD,110,Carroll Heights,H,33.77389,-84.51164,,
AGG ASSAULT,201560424,6/4/2020,1703 VENETIAN DR SW,408,Venetian Hills,S,33.71489,-84.44357,,
BURGLARY,201560437,6/4/2020,3000 STONE HOGAN CONN SW @GREENBRIAR COMMONS,411,Greenbriar,R,33.67356,-84.4964,,
AGG ASSAULT,201560456,6/4/2020,782 JAMES JACKSON PKWY NW,113,Center Hill,J,33.77632,-84.47375,,
BURGLARY,201560472,6/4/2020,2570 NORTHSIDE DR NW,205,Brandon,C,33.82548,-84.40821,,
BURGLARY,201560496,6/4/2020,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74749,-84.37762,,
LARCENY,201560526,6/4/2020,251 WELLINGTON ST SW,104,Mozley Park,K,33.74833,-84.43853,,
AUTO THEFT,201560562,6/4/2020,1605 PEACHTREE ST NE,502,Midtown,E,33.79766,-84.38978,,
AUTO THEFT,201560579,6/4/2020,26 SAINT CLAIRE LN NE,210,Pine Hills,B,33.82984,-84.35387,,
AGG ASSAULT,201560602,6/4/2020,532 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68059,-84.36775,,
LARCENY,201560618,6/4/2020,322 DECATUR ST SE,604,Sweet Auburn,M,33.74997,-84.3786,,
LARCENY,201560639,6/4/2020,1984 SAINT JOHNS PL SW,306,Sylvan Hills,X,33.69954,-84.40584,,
LARCENY,201560648,6/4/2020,3340 ARDLEY RD SW,406,Green Acres Valley,I,33.72849,-84.49785,,
AGG ASSAULT,201560657,6/4/2020,2770 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70027,-84.47905,,
BURGLARY,201560673,6/4/2020,564 SIMMONS ST NW,106,Bankhead,K,33.77,-84.42056,,
LARCENY,201560684,6/4/2020,707 PARK AVE NE,208,North Buckhead,B,33.85446,-84.3615,,
AGG ASSAULT,201560719,6/4/2020,1669 ALVARADO TER SW,404,Westview,T,33.73515,-84.44242,,
AUTO THEFT,201560737,6/4/2020,1180 W PEACHTREE ST NW,502,Midtown,E,33.78697,-84.38824,,
LARCENY,201560800,6/4/2020,2799 NORTHSIDE DR NW,205,Wyngate,C,33.83107,-84.40651,,
AUTO THEFT,201560853,6/4/2020,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,,
AUTO THEFT,201560875,6/4/2020,132 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.75119,-84.41742,,
AUTO THEFT,201560887,6/4/2020,3726 ROSWELL RD NE,209,East Chastain Park,B,33.85691,-84.38232,,
LARCENY,201560892,6/4/2020,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,,
LARCENY,201560895,6/4/2020,391 17TH ST NW,501,Atlantic Station,E,33.79109,-84.4009,,
LARCENY,201560942,6/4/2020,915 MARIETTA ST NW,504,Marietta Street Artery,E,33.77751,-84.40838,,
AUTO THEFT,201560986,6/4/2020,1468 MECASLIN ST NW,207,Loring Heights,E,33.79497,-84.40021,,
LARCENY,201560999,6/4/2020,670 TRABERT AVE NW,207,Berkeley Park,D,33.79492,-84.40988,,
AGG ASSAULT,201561062,6/4/2020,1123 WYLIE ST SE,606,Reynoldstown,N,33.75233,-84.35024,,
LARCENY,201561138,6/4/2020,100 BAGLEY ST NE @FRANKIE ALLEN PARK,206,Garden Hills,B,33.83689,-84.37394,,
LARCENY,201561165,6/4/2020,3150 ROSWELL RD NW,206,South Tuxedo Park,B,33.84097,-84.37929,,
ROBBERY,201561169,6/4/2020,2084 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70648,-84.45706,,
AUTO THEFT,201561193,6/4/2020,1080 W PEACHTREE ST NW,503,Midtown,E,33.7847,-84.38817,,
